index,Sample,index_laser,index_sample,Spot Size (µm),Time (s),29Si,29Si 2sigma,31P,31P 2sigma,49Ti,49Ti 2sigma,89Y,89Y 2sigma,90Zr,90Zr 2sigma,91Zr,91Zr 2sigma,140Ce,140Ce 2sigma,146Nd,146Nd 2sigma,147Sm,147Sm 2sigma,151Eu,151Eu 2sigma,157Gd,157Gd 2sigma,159Tb,159Tb 2sigma,163Dy,163Dy 2sigma,165Ho,165Ho 2sigma,167Er,167Er 2sigma,169Tm,169Tm 2sigma,172Yb,172Yb 2sigma,175Lu,175Lu 2sigma,202Hg,202Hg 2sigma,204Pb,204Pb 2sigma,206Pb,206Pb 2sigma,207Pb,207Pb 2sigma,208Pb,208Pb 2sigma,232Th,232Th 2sigma,238U,238U 2sigma,206Pb/238U,206Pb/238U 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,207Pb/235U(calc),207Pb/235U(calc) 2sigma,208Pb/206Pb,208Pb/206Pb 2sigma,238U/206Pb,238U/206Pb 2sigma,Rho: 207/206 vs 238/206,206Pb/238U Age (Ma),206Pb/238U Age (Ma) 2sigma,207Pb/206Pb Age (Ma),207Pb/206Pb Age (Ma) 2sigma,207Pb/235U(calc) Age (Ma),207Pb/235U(calc) Age (Ma) 2sigma,238U/206Pb Age (Ma),238U/206Pb Age (Ma) 2sigma,Discordance (%),empty,238U/206Pb,238U/206Pb 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,Rho: 207/206 vs 238/206,C,O,207Pb/235U(calc) Age (Ma),206Pb/238U Age (Ma),Time (s)
78,G_NIST610_Jochum,141,129,16,25,3205220.041,433747.8466,12398.34686,3959.046483,83228.21089,11196.52806,440.1348992,60.59237288,463.7595223,67.48183193,448,57.30539762,463.8647546,64.7706965,467.1268213,57.45047138,513.9199283,72.22780513,443.916295,58.11538782,530.7901769,67.82567851,507.63483,61.86771997,565.7495348,68.26780035,529.5972259,66.22279947,431.3913781,60.09514264,542.2950996,64.76198002,554.4968188,63.80015075,561.0557599,63.77982158,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,438.6494741,110.7441402,668.9115786,78.60268529,572.543142,64.0879331,609.4184402,69.14459109,474.0854298,49.2029331,485.8102836,56.68964897,0.325804927,0.007902741,0.778137154,0.023905001,34.95179406,1.509460398,2.429683933,0.274125032,3.088345393,0.069322179,0.238120801,1818.010607,44.09775969,4881.60246,149.9667674,3637.284351,157.083115,1808.244935,40.58855571,50.01736374,,3.088345393,0.069322179,0.778137154,0.023905001,0.238120801,,,3637.284351,1818.010607,25
79,G_NIST610_Jochum,142,130,30,25,313018.8266,25288.32949,390.5199152,115.1643886,441.9584223,35.1517695,461.7837971,35.69624112,449.2441763,32.25731241,448,31.17691454,447.953365,31.4960962,427.0850656,30.16297434,449.8935112,35.19045376,446.4410984,36.08824858,451.1809679,36.86228501,442.2640243,34.2681984,439.3610297,34.86613346,455.8052143,38.34468222,452.0616315,40.1758855,440.7569771,35.99741579,453.235674,33.94280522,442.6753101,33.50346134,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,416.364406,29.49521833,415.0582377,31.59852674,413.6020677,31.7244294,413.9000641,31.23435786,459.5718328,28.3733542,453.8150229,30.46111965,0.235949832,0.003278765,0.906327849,0.020454339,29.57236731,0.721662816,2.661794975,0.296125752,4.243862455,0.055657097,0.195171913,1365.60267,18.9764484,5098.145723,115.0568215,3472.70859,84.74548665,1363.95727,17.88792719,60.67615136,,4.243862455,0.055657097,0.906327849,0.020454339,0.195171913,,,3472.70859,1365.60267,25
80,Z_Plesovice,159,147,30,25,137211.5801,9853.649156,468.7934551,138.037238,65.89248534,4.977176634,660.8596674,44.25117249,443053.5018,26803.14574,431400,24676.41845,3.016000738,0.197194169,4.55738728,0.338086108,6.24013462,0.518265309,1.422170647,0.122255485,21.15611022,1.584465549,6.991231314,0.475541816,71.50370687,4.988925547,19.1332729,1.441206921,69.73670206,5.668104915,10.96887401,0.810883364,74.42494289,4.868692121,10.1946329,0.686748485,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.418,0.9473685,192.979846,12.77496417,11.19266061,0.757242866,4.048969864,0.276182895,134.3189853,6.402962922,976.0288299,52.97626776,0.051135394,0.000530175,0.052722191,0.001356947,0.372837055,0.00965657,0.055981924,0.006308627,19.53860165,0.184113804,0.170555885,321.4875334,3.333204712,315.84455,8.129104686,321.7540607,8.333508077,321.7655949,3.032022895,0.082835706,,19.53860165,0.184113804,0.052722191,0.001356947,0.170555885,,,321.7540607,321.4875334,25
81,Z_Plesovice,160,148,30,25,138509.7767,9953.414607,424.2014727,124.8617176,63.05181677,4.712379831,605.9687702,40.40969008,441609.0632,26706.32937,431400,24676.41845,2.678995148,0.175969486,3.464660012,0.268410194,5.557890215,0.442475459,1.358415403,0.122325017,19.4425513,1.45033659,6.533000089,0.449884778,66.75819681,4.672985499,17.58405114,1.339984193,62.55901491,5.088084952,9.894899122,0.726349157,66.21913908,4.350355925,9.007229255,0.605982485,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.108,0.919047299,182.1137547,12.0592776,10.60963981,0.720178366,3.689545741,0.246852956,122.836737,5.844242842,911.2464453,49.53106555,0.051669268,0.000535711,0.052959202,0.001374604,0.378378962,0.009882162,0.054060701,0.006080549,19.34330266,0.182273486,0.251663866,324.7608414,3.367142593,326.0359226,8.462554348,325.8447369,8.510120691,324.933766,3.061876825,0.332641702,,19.34330266,0.182273486,0.052959202,0.001374604,0.251663866,,,325.8447369,324.7608414,25
82,Z_Plesovice,161,149,16,25,153527.3754,11504.88459,753.6558028,224.778519,87.64483102,7.431097521,668.6614417,45.25839991,439855.6927,26833.02891,431400,24676.41845,2.480397834,0.22164851,3.144914583,0.406932846,4.886648979,0.570769131,1.303303208,0.162357141,18.86313648,1.582868797,6.58904328,0.49513262,70.81425607,5.255745312,19.78261426,1.56852739,76.51105889,6.362980141,12.00338806,0.965358204,87.60671864,6.124571316,12.16796771,0.890531219,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.920,4.516490686,186.1368983,12.50555948,11.04641003,0.796594654,3.004887612,0.223211598,86.10051096,4.371346932,811.9637278,44.50184122,0.054523825,0.000965947,0.054027722,0.001960274,0.405693488,0.019473182,0.043149393,0.005069376,18.37920441,0.276206809,0.067357397,342.2346497,6.063044709,371.2000479,13.46815924,345.7692188,16.5968327,341.5346291,5.132659067,1.022233575,,18.37920441,0.276206809,0.054027722,0.001960274,0.067357397,,,345.7692188,342.2346497,25
83,Z_Plesovice,162,150,16,25,154301.8366,11402.92782,585.1254117,177.4244877,79.67649395,6.790609678,592.3053999,40.21442246,445641.9029,27195.03659,431400,24676.41845,2.056597012,0.176321879,2.31549602,0.337358921,3.851700344,0.491347727,1.090985598,0.137594407,15.73495569,1.398055266,5.687954507,0.418719242,63.56999803,4.810387641,17.55571345,1.409092929,66.94953141,5.673431312,10.85291089,0.864350758,77.05637393,5.381284555,11.34505951,0.834036564,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.799,3.461175691,160.8659999,11.1438529,9.240627492,0.691499755,2.325125557,0.2040386,68.34873312,3.313854475,707.8047556,39.03497592,0.053953257,0.000899073,0.052209915,0.001910651,0.389508828,0.018580034,0.038560028,0.004715169,18.57717974,0.27145288,0.082106877,338.745778,5.644832245,293.5950958,10.74427633,334.0106311,15.93270364,337.9886869,4.938747637,-1.417663537,,18.57717974,0.27145288,0.052209915,0.001910651,0.082106877,,,334.0106311,338.745778,25
84,91500_30 µm - 11,163,151,30,25,126474.6576,7594.020508,16.80772421,9.654349248,4.154013966,0.463194383,112.7787113,11.17977269,436998.5475,43263.91374,431400,41184.52,2.076628613,0.094847185,0.161033391,0.037326271,0.280137506,0.054292997,0.165398543,0.029788707,1.79236058,0.143297597,0.634525998,0.065477594,8.984133585,0.45328091,3.550354442,0.330329644,19.87003011,0.937769322,4.847419745,0.454539375,50.0423844,2.012254076,10.38848438,0.472517367,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.674,1.108635552,39.94953795,3.852522225,3.730495635,0.370726959,2.129401902,0.209298328,20.75668842,2.12640212,62.81101033,6.577550316,0.17721704,0.002081314,0.074878294,0.002421132,1.835765029,0.059069062,0.130205439,0.01478108,5.642853309,0.060559956,0.136822292,1051.749932,12.35220591,1064.339193,34.41458713,1058.345839,34.05419279,1051.740458,11.28743775,0.623227931,,5.642853309,0.060559956,0.074878294,0.002421132,0.136822292,,,1058.345839,1051.749932,25
85,91500_30 µm - 12,164,152,30,25,126316.9815,7582.786476,<15.109,8.382459688,4.026036736,0.452677879,113.1613847,11.23709125,435973.714,43203.69108,431400,41183.65321,2.175603478,0.09397188,0.176195135,0.04830924,0.322980891,0.057387922,0.187786991,0.031377808,1.834503037,0.152200303,0.637948453,0.066675335,8.943507413,0.436462404,3.611636318,0.343234946,20.50483252,0.95314513,4.902089532,0.460108668,50.89042514,2.086905922,10.3723124,0.464801214,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.559,1.084279656,40.76938258,3.925648701,3.85064634,0.382388658,2.195080307,0.213794643,21.05319679,2.156597797,63.19486401,6.62041968,0.179858991,0.002307295,0.075740716,0.002540834,1.88623982,0.063708763,0.131542992,0.01494639,5.559953022,0.059464088,0.136513216,1066.200941,13.67760613,1087.331243,36.47613395,1076.260044,36.35126103,1066.19353,11.40301459,0.934634986,,5.559953022,0.059464088,0.075740716,0.002540834,0.136513216,,,1076.260044,1066.200941,25
86,91500_16 µm - 11,165,153,16,25,123249.9006,8440.385372,<42.645,31.8427336,3.973879627,0.97621933,163.9410157,17.08098572,433019.25,43928.63873,431400,41183.65321,2.057715779,0.182976936,0.190597082,0.081064302,0.528131648,0.144602582,0.308727019,0.068954149,2.800312829,0.349944161,0.991741584,0.122191969,12.86745735,1.026076027,5.450666146,0.554908792,28.67993877,1.848985013,7.033539166,0.7179648,71.05593858,3.773465664,14.79269092,0.867243465,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.644,3.182332868,41.96106669,4.217089716,3.90428205,0.425653418,2.45407835,0.259758265,23.39510003,2.498202192,62.69882657,6.842030594,0.178998602,0.003550598,0.074832679,0.003648886,1.841414532,0.107704173,0.143282258,0.016952237,5.606927049,0.100287384,-0.087565604,1061.498318,21.05577337,1063.113535,51.83804562,1060.366706,62.02075489,1057.955441,18.92294701,-0.106718991,,5.606927049,0.100287384,0.074832679,0.003648886,-0.087565604,,,1060.366706,1061.498318,25
87,91500_16 µm - 12,166,154,16,23.022,125379.8486,8501.074004,<40.707,25.44337233,3.483288553,0.823549928,173.1082798,17.95693895,433928.6562,44061.5198,431400,41188.25784,1.748402914,0.136528738,0.236405111,0.112949813,0.757228586,0.194706308,0.323916394,0.075842104,3.103397459,0.439337402,1.097955903,0.131466004,14.64142771,1.077845279,5.66543996,0.594127566,32.28714816,2.125451639,7.107441166,0.744678131,74.30795926,4.072884547,15.38308763,0.923107202,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.715,4.242226542,37.07606298,3.768366961,3.505181043,0.406651365,2.09913643,0.227768297,20.9379562,2.214176577,55.71217561,6.0439515,0.178754947,0.003657735,0.075909498,0.004546366,1.868370407,0.124704001,0.138443806,0.016678505,5.617034012,0.105673254,0.297362084,1060.165953,21.69342012,1091.791156,65.38947996,1069.954018,71.4138623,1056.19958,19.87028139,0.914811752,,5.617034012,0.105673254,0.075909498,0.004546366,0.297362084,,,1069.954018,1060.165953,23.022
88,Z_GJ1,167,155,30,25,135401.5791,9702.325858,16.40663175,9.710620761,2.758723157,0.430767816,197.3157082,13.24090449,442091.2372,26674.5627,431400,24689.38289,12.89634787,0.765306332,0.395548841,0.069808561,1.107565582,0.131787467,0.681898111,0.066207748,5.158706761,0.429250681,1.45064253,0.106125505,15.44243511,1.180220014,5.303334786,0.417959384,24.59347098,2.052327707,5.10941085,0.382345548,49.324185,3.257721406,10.35602349,0.699345733,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.206,0.802703808,97.99431169,6.457126219,6.468581581,0.444106312,0.411546884,0.034469704,7.506946083,0.362949903,258.7770568,14.06322723,0.097838682,0.000876795,0.060009244,0.001302577,0.812306418,0.017812183,0.011210418,0.001240746,10.21768225,0.080240204,0.196098718,601.7284401,5.392473061,602.9421082,13.08762587,603.7471518,13.2389137,601.9097093,4.726840866,0.33436376,,10.21768225,0.080240204,0.060009244,0.001302577,0.196098718,,,603.7471518,601.7284401,25
89,Z_GJ1,168,156,30,25,136329.8895,9772.950149,31.49380169,11.82662097,2.96714322,0.424098115,198.1217158,13.24523934,438420.9194,26478.77594,431400,24689.38289,12.87851938,0.767384159,0.417518569,0.07018277,1.049282351,0.125157689,0.732189277,0.070108003,5.333226228,0.442517918,1.43814923,0.108952309,15.37153116,1.133144067,5.258753576,0.4123213,24.9527665,2.093278389,5.096435772,0.381339003,48.99370299,3.229238496,10.30367758,0.693645097,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.367,1.149211526,96.93070759,6.366653686,6.41892064,0.437391007,0.387428754,0.032547904,7.429081474,0.359412499,256.9675128,13.92364966,0.097471923,0.000873508,0.060200781,0.001306735,0.811806404,0.017801218,0.01066919,0.001180844,10.25468153,0.080530762,0.277637672,599.5745043,5.373170265,609.8342238,13.23722801,603.4669696,13.23276989,599.8359672,4.710555618,0.645017127,,10.25468153,0.080530762,0.060200781,0.001306735,0.277637672,,,603.4669696,599.5745043,25
90,Z_GJ1,169,157,16,25,152399.6075,11267.31858,<60.246,35.52820546,2.720285097,0.874228279,194.2939504,13.12136746,439251.5404,26755.2917,431400,24689.38289,13.73717268,0.865768278,0.298622679,0.113915431,1.091338145,0.247182827,0.715351343,0.107709025,5.198051443,0.623426687,1.40957745,0.135785401,15.67010246,1.361571481,4.949266088,0.441088648,24.86540939,2.28192355,4.922588961,0.438934304,48.62902636,3.537779084,10.10928163,0.737157045,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.042,3.73584034,104.1705471,7.094117677,6.789585641,0.519376853,0.44599313,0.060927064,7.662119632,0.399639234,252.7123157,13.8376602,0.097780403,0.001438334,0.05924721,0.001286036,0.799732308,0.030003506,0.01144437,0.001266639,10.24489851,0.127472827,0.096224002,601.3862226,8.846293318,575.2217366,12.48591992,596.6776858,22.38551851,600.382896,7.470303884,-0.789125677,,10.24489851,0.127472827,0.05924721,0.001286036,0.096224002,,,596.6776858,601.3862226,25
91,Z_GJ1,170,158,16,25,154959.2242,11406.44418,<56.332,36.43655162,3.647881227,1.015357071,196.0099661,13.23752747,443621.2066,26874.62989,431400,24689.38289,13.13888137,0.849058994,0.560606724,0.149009946,0.942255615,0.207848093,0.706618696,0.106757346,5.54386094,0.611055605,1.432335519,0.131207565,14.85708945,1.313350971,5.288624123,0.470368593,24.59419736,2.345389937,5.141073954,0.436418027,46.88970154,3.543175865,10.28299908,0.745027124,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.722,3.846123678,104.9288709,7.137264415,6.890368048,0.526712868,0.452918807,0.055222683,7.527786805,0.393532866,254.2288348,13.93038312,0.097849772,0.001439354,0.059675072,0.001295323,0.80824049,0.030322707,0.011549947,0.001278324,10.24445304,0.127467284,0.167312153,601.793558,8.852285155,590.8454443,12.82505238,601.4665698,22.56518277,600.4078243,7.470614057,-0.054365144,,10.24445304,0.127467284,0.059675072,0.001295323,0.167312153,,,601.4665698,601.793558,25
92,G_GSD_1G,171,159,30,25,259914.2684,32271.05278,992.9785635,308.6591692,7338.52379,903.4948634,41.19305988,5.036019332,41.99912602,5.041613628,42,5.142599453,41.15204622,4.839054398,44.5056227,5.292850413,47.87843153,5.922540194,40.78477634,5.075175594,49.08840724,6.175919557,46.95832621,5.722130888,51.62456076,6.418654143,48.75063043,6.160427857,40.30216118,5.284508462,50.03278112,6.240409395,50.96396244,6.20450235,51.29276663,6.201137947,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,47.1891031,6.029488308,53.96933726,6.531910398,48.04171824,5.834559227,49.75895178,5.998261972,45.40793479,5.105999518,41.15373812,4.751304733,0.339127976,0.005496916,0.809088436,0.020437087,37.95490809,0.957046132,2.460487082,0.274948143,2.957547371,0.045786637,0.503169036,1882.467268,30.51286236,4937.186916,124.71037,3718.744268,93.76942261,1877.603534,29.06771763,49.37895342,,2.957547371,0.045786637,0.809088436,0.020437087,0.503169036,,,3718.744268,1882.467268,25
93,G_GSD_1G,172,160,16,25,299279.9551,42221.31033,1156.123611,377.7872118,7861.121185,1110.349119,41.30543212,5.941905713,42.16801913,6.058809588,42,6.520958155,43.1120741,6.029909208,45.00483724,6.329361137,48.17490491,7.210923292,42.09578023,6.018119781,49.82755179,7.400162629,48.8128651,6.829530666,54.99797117,8.002416005,50.14938201,7.241043571,39.68245161,6.098817808,50.28140288,7.186404477,49.76432847,7.198031997,52.3983618,7.324917615,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,44.29856357,11.45799029,62.70292987,8.723154309,55.76403276,7.785242783,57.25311284,7.931012855,46.60172765,6.130271545,45.9149153,6.151337374,0.321498668,0.009381549,0.808947646,0.026250241,35.96020615,1.545532807,2.440287263,0.274979788,3.144891581,0.084142504,0.499349688,1797.038423,52.43879956,4936.93923,160.203003,3665.372731,157.5339636,1779.831503,47.61991824,50.97255981,,3.144891581,0.084142504,0.808947646,0.026250241,0.499349688,,,3665.372731,1797.038423,25
94,G_NIST610_Jochum,173,161,30,25,319470.9888,25809.59016,399.6299248,117.8509319,446.7632759,35.53393013,464.5076645,35.90679816,447.7939836,32.15318348,448,31.17691454,452.8993124,31.84385123,433.1775907,30.59326023,453.5509411,35.47653616,451.6512794,36.50941569,452.2857784,36.95254999,443.581566,34.37028624,441.0009727,34.99627352,456.4372674,38.39785379,462.3890631,41.09371103,441.0923922,36.02480974,449.9219557,33.69464097,444.7974548,33.66407385,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,422.2458449,29.91185894,419.2648817,31.91878,418.53666,32.10292636,416.2071754,31.40846061,461.6586739,28.502193,455.6762465,30.58604931,0.236810235,0.00344073,0.908291326,0.02050637,29.77318953,0.7402059,2.656915835,0.295582946,4.223601377,0.057897297,0.174897849,1370.08875,19.9066819,5101.204014,115.1691908,3479.356577,86.50199412,1369.851765,18.77798284,60.62235303,,4.223601377,0.057897297,0.908291326,0.02050637,0.174897849,,,3479.356577,1370.08875,25
